"lb";"up";"alpha";"K";"name";"t"
"178";-2.24140568251981;2.24140568251981;0.025;1;"PK";1
"179";-2.44921990271113;2.44921990271113;0.025;2;"PK";0.5
"236";-2.44921990271113;2.44921990271113;0.025;2;"PK";1
"180";-2.55568837595178;2.55568837595178;0.025;3;"PK";0.333333333333333
"237";-2.55568837595178;2.55568837595178;0.025;3;"PK";0.666666666666667
"334";-2.55568837595178;2.55568837595178;0.025;3;"PK";1
"185";-2.6246174715414;2.6246174715414;0.025;4;"PK";0.25
"238";-2.6246174715414;2.6246174715414;0.025;4;"PK";0.5
"335";-2.6246174715414;2.6246174715414;0.025;4;"PK";0.75
"432";-2.6246174715414;2.6246174715414;0.025;4;"PK";1
"186";-2.67447293131656;2.67447293131656;0.025;5;"PK";0.2
"239";-2.67447293131656;2.67447293131656;0.025;5;"PK";0.4
"336";-2.67447293131656;2.67447293131656;0.025;5;"PK";0.6
"433";-2.67447293131656;2.67447293131656;0.025;5;"PK";0.8
"530";-2.67447293131656;2.67447293131656;0.025;5;"PK";1
"187";-2.71297699876373;2.71297699876373;0.025;6;"PK";0.166666666666667
"240";-2.71297699876373;2.71297699876373;0.025;6;"PK";0.333333333333333
"337";-2.71297699876373;2.71297699876373;0.025;6;"PK";0.5
"434";-2.71297699876373;2.71297699876373;0.025;6;"PK";0.666666666666667
"531";-2.71297699876373;2.71297699876373;0.025;6;"PK";0.833333333333333
"628";-2.71297699876373;2.71297699876373;0.025;6;"PK";1
"188";-2.7440371257426;2.7440371257426;0.025;7;"PK";0.142857142857143
"241";-2.7440371257426;2.7440371257426;0.025;7;"PK";0.285714285714286
"338";-2.7440371257426;2.7440371257426;0.025;7;"PK";0.428571428571429
"435";-2.7440371257426;2.7440371257426;0.025;7;"PK";0.571428571428571
"532";-2.7440371257426;2.7440371257426;0.025;7;"PK";0.714285714285714
"629";-2.7440371257426;2.7440371257426;0.025;7;"PK";0.857142857142857
"726";-2.7440371257426;2.7440371257426;0.025;7;"PK";1
"189";-2.76988315945647;2.76988315945647;0.025;8;"PK";0.125
"242";-2.76988315945647;2.76988315945647;0.025;8;"PK";0.25
"339";-2.76988315945647;2.76988315945647;0.025;8;"PK";0.375
"436";-2.76988315945647;2.76988315945647;0.025;8;"PK";0.5
"533";-2.76988315945647;2.76988315945647;0.025;8;"PK";0.625
"630";-2.76988315945647;2.76988315945647;0.025;8;"PK";0.75
"727";-2.76988315945647;2.76988315945647;0.025;8;"PK";0.875
"824";-2.76988315945647;2.76988315945647;0.025;8;"PK";1
"190";-2.79189710222933;2.79189710222933;0.025;9;"PK";0.111111111111111
"243";-2.79189710222933;2.79189710222933;0.025;9;"PK";0.222222222222222
"340";-2.79189710222933;2.79189710222933;0.025;9;"PK";0.333333333333333
"437";-2.79189710222933;2.79189710222933;0.025;9;"PK";0.444444444444444
"534";-2.79189710222933;2.79189710222933;0.025;9;"PK";0.555555555555556
"631";-2.79189710222933;2.79189710222933;0.025;9;"PK";0.666666666666667
"728";-2.79189710222933;2.79189710222933;0.025;9;"PK";0.777777777777778
"825";-2.79189710222933;2.79189710222933;0.025;9;"PK";0.888888888888889
"922";-2.79189710222933;2.79189710222933;0.025;9;"PK";1
"193";-2.81092927234647;2.81092927234647;0.025;10;"PK";0.1
"244";-2.81092927234647;2.81092927234647;0.025;10;"PK";0.2
"341";-2.81092927234647;2.81092927234647;0.025;10;"PK";0.3
"438";-2.81092927234647;2.81092927234647;0.025;10;"PK";0.4
"535";-2.81092927234647;2.81092927234647;0.025;10;"PK";0.5
"632";-2.81092927234647;2.81092927234647;0.025;10;"PK";0.6
"729";-2.81092927234647;2.81092927234647;0.025;10;"PK";0.7
"826";-2.81092927234647;2.81092927234647;0.025;10;"PK";0.8
"923";-2.81092927234647;2.81092927234647;0.025;10;"PK";0.9
"1020";-2.81092927234647;2.81092927234647;0.025;10;"PK";1
"194";-2.82773073788188;2.82773073788188;0.025;11;"PK";0.0909090909090909
"245";-2.82773073788188;2.82773073788188;0.025;11;"PK";0.181818181818182
"342";-2.82773073788188;2.82773073788188;0.025;11;"PK";0.272727272727273
"439";-2.82773073788188;2.82773073788188;0.025;11;"PK";0.363636363636364
"536";-2.82773073788188;2.82773073788188;0.025;11;"PK";0.454545454545455
"633";-2.82773073788188;2.82773073788188;0.025;11;"PK";0.545454545454545
"730";-2.82773073788188;2.82773073788188;0.025;11;"PK";0.636363636363636
"827";-2.82773073788188;2.82773073788188;0.025;11;"PK";0.727272727272727
"924";-2.82773073788188;2.82773073788188;0.025;11;"PK";0.818181818181818
"1021";-2.82773073788188;2.82773073788188;0.025;11;"PK";0.909090909090909
"1124";-2.82773073788188;2.82773073788188;0.025;11;"PK";1
"195";-2.8426751461248;2.8426751461248;0.025;12;"PK";0.0833333333333333
"246";-2.8426751461248;2.8426751461248;0.025;12;"PK";0.166666666666667
"343";-2.8426751461248;2.8426751461248;0.025;12;"PK";0.25
"440";-2.8426751461248;2.8426751461248;0.025;12;"PK";0.333333333333333
"537";-2.8426751461248;2.8426751461248;0.025;12;"PK";0.416666666666667
"634";-2.8426751461248;2.8426751461248;0.025;12;"PK";0.5
"731";-2.8426751461248;2.8426751461248;0.025;12;"PK";0.583333333333333
"828";-2.8426751461248;2.8426751461248;0.025;12;"PK";0.666666666666667
"925";-2.8426751461248;2.8426751461248;0.025;12;"PK";0.75
"1022";-2.8426751461248;2.8426751461248;0.025;12;"PK";0.833333333333333
"1125";-2.8426751461248;2.8426751461248;0.025;12;"PK";0.916666666666667
"1219";-2.8426751461248;2.8426751461248;0.025;12;"PK";1
"196";-2.85610533549595;2.85610533549595;0.025;13;"PK";0.0769230769230769
"247";-2.85610533549595;2.85610533549595;0.025;13;"PK";0.153846153846154
"344";-2.85610533549595;2.85610533549595;0.025;13;"PK";0.230769230769231
"441";-2.85610533549595;2.85610533549595;0.025;13;"PK";0.307692307692308
"538";-2.85610533549595;2.85610533549595;0.025;13;"PK";0.384615384615385
"635";-2.85610533549595;2.85610533549595;0.025;13;"PK";0.461538461538462
"732";-2.85610533549595;2.85610533549595;0.025;13;"PK";0.538461538461539
"829";-2.85610533549595;2.85610533549595;0.025;13;"PK";0.615384615384615
"926";-2.85610533549595;2.85610533549595;0.025;13;"PK";0.692307692307692
"1023";-2.85610533549595;2.85610533549595;0.025;13;"PK";0.769230769230769
"1126";-2.85610533549595;2.85610533549595;0.025;13;"PK";0.846153846153846
"1220";-2.85610533549595;2.85610533549595;0.025;13;"PK";0.923076923076923
"1317";-2.85610533549595;2.85610533549595;0.025;13;"PK";1
"197";-2.868278664505;2.868278664505;0.025;14;"PK";0.0714285714285714
"248";-2.868278664505;2.868278664505;0.025;14;"PK";0.142857142857143
"345";-2.868278664505;2.868278664505;0.025;14;"PK";0.214285714285714
"442";-2.868278664505;2.868278664505;0.025;14;"PK";0.285714285714286
"539";-2.868278664505;2.868278664505;0.025;14;"PK";0.357142857142857
"636";-2.868278664505;2.868278664505;0.025;14;"PK";0.428571428571429
"733";-2.868278664505;2.868278664505;0.025;14;"PK";0.5
"830";-2.868278664505;2.868278664505;0.025;14;"PK";0.571428571428571
"927";-2.868278664505;2.868278664505;0.025;14;"PK";0.642857142857143
"1024";-2.868278664505;2.868278664505;0.025;14;"PK";0.714285714285714
"1127";-2.868278664505;2.868278664505;0.025;14;"PK";0.785714285714286
"1221";-2.868278664505;2.868278664505;0.025;14;"PK";0.857142857142857
"1318";-2.868278664505;2.868278664505;0.025;14;"PK";0.928571428571428
"1416";-2.868278664505;2.868278664505;0.025;14;"PK";1
"198";-2.87939176482594;2.87939176482594;0.025;15;"PK";0.0666666666666667
"249";-2.87939176482594;2.87939176482594;0.025;15;"PK";0.133333333333333
"346";-2.87939176482594;2.87939176482594;0.025;15;"PK";0.2
"443";-2.87939176482594;2.87939176482594;0.025;15;"PK";0.266666666666667
"540";-2.87939176482594;2.87939176482594;0.025;15;"PK";0.333333333333333
"637";-2.87939176482594;2.87939176482594;0.025;15;"PK";0.4
"734";-2.87939176482594;2.87939176482594;0.025;15;"PK";0.466666666666667
"831";-2.87939176482594;2.87939176482594;0.025;15;"PK";0.533333333333333
"928";-2.87939176482594;2.87939176482594;0.025;15;"PK";0.6
"1025";-2.87939176482594;2.87939176482594;0.025;15;"PK";0.666666666666667
"1128";-2.87939176482594;2.87939176482594;0.025;15;"PK";0.733333333333333
"1222";-2.87939176482594;2.87939176482594;0.025;15;"PK";0.8
"1319";-2.87939176482594;2.87939176482594;0.025;15;"PK";0.866666666666667
"1417";-2.87939176482594;2.87939176482594;0.025;15;"PK";0.933333333333333
"1515";-2.87939176482594;2.87939176482594;0.025;15;"PK";1
"199";-2.88959981949818;2.88959981949818;0.025;16;"PK";0.0625
"250";-2.88959981949818;2.88959981949818;0.025;16;"PK";0.125
"347";-2.88959981949818;2.88959981949818;0.025;16;"PK";0.1875
"444";-2.88959981949818;2.88959981949818;0.025;16;"PK";0.25
"541";-2.88959981949818;2.88959981949818;0.025;16;"PK";0.3125
"638";-2.88959981949818;2.88959981949818;0.025;16;"PK";0.375
"735";-2.88959981949818;2.88959981949818;0.025;16;"PK";0.4375
"832";-2.88959981949818;2.88959981949818;0.025;16;"PK";0.5
"929";-2.88959981949818;2.88959981949818;0.025;16;"PK";0.5625
"1026";-2.88959981949818;2.88959981949818;0.025;16;"PK";0.625
"1129";-2.88959981949818;2.88959981949818;0.025;16;"PK";0.6875
"1223";-2.88959981949818;2.88959981949818;0.025;16;"PK";0.75
"1320";-2.88959981949818;2.88959981949818;0.025;16;"PK";0.8125
"1418";-2.88959981949818;2.88959981949818;0.025;16;"PK";0.875
"1516";-2.88959981949818;2.88959981949818;0.025;16;"PK";0.9375
"1613";-2.88959981949818;2.88959981949818;0.025;16;"PK";1
"1100";-2.89902700129492;2.89902700129492;0.025;17;"PK";0.0588235294117647
"251";-2.89902700129492;2.89902700129492;0.025;17;"PK";0.117647058823529
"348";-2.89902700129492;2.89902700129492;0.025;17;"PK";0.176470588235294
"445";-2.89902700129492;2.89902700129492;0.025;17;"PK";0.235294117647059
"542";-2.89902700129492;2.89902700129492;0.025;17;"PK";0.294117647058824
"639";-2.89902700129492;2.89902700129492;0.025;17;"PK";0.352941176470588
"736";-2.89902700129492;2.89902700129492;0.025;17;"PK";0.411764705882353
"833";-2.89902700129492;2.89902700129492;0.025;17;"PK";0.470588235294118
"930";-2.89902700129492;2.89902700129492;0.025;17;"PK";0.529411764705882
"1027";-2.89902700129492;2.89902700129492;0.025;17;"PK";0.588235294117647
"1130";-2.89902700129492;2.89902700129492;0.025;17;"PK";0.647058823529412
"1224";-2.89902700129492;2.89902700129492;0.025;17;"PK";0.705882352941176
"1321";-2.89902700129492;2.89902700129492;0.025;17;"PK";0.764705882352941
"1419";-2.89902700129492;2.89902700129492;0.025;17;"PK";0.823529411764706
"1517";-2.89902700129492;2.89902700129492;0.025;17;"PK";0.882352941176471
"1614";-2.89902700129492;2.89902700129492;0.025;17;"PK";0.941176470588235
"1710";-2.89902700129492;2.89902700129492;0.025;17;"PK";1
"1101";-2.90778473203889;2.90778473203889;0.025;18;"PK";0.0555555555555556
"252";-2.90778473203889;2.90778473203889;0.025;18;"PK";0.111111111111111
"349";-2.90778473203889;2.90778473203889;0.025;18;"PK";0.166666666666667
"446";-2.90778473203889;2.90778473203889;0.025;18;"PK";0.222222222222222
"543";-2.90778473203889;2.90778473203889;0.025;18;"PK";0.277777777777778
"640";-2.90778473203889;2.90778473203889;0.025;18;"PK";0.333333333333333
"737";-2.90778473203889;2.90778473203889;0.025;18;"PK";0.388888888888889
"834";-2.90778473203889;2.90778473203889;0.025;18;"PK";0.444444444444444
"931";-2.90778473203889;2.90778473203889;0.025;18;"PK";0.5
"1028";-2.90778473203889;2.90778473203889;0.025;18;"PK";0.555555555555556
"1131";-2.90778473203889;2.90778473203889;0.025;18;"PK";0.611111111111111
"1225";-2.90778473203889;2.90778473203889;0.025;18;"PK";0.666666666666667
"1322";-2.90778473203889;2.90778473203889;0.025;18;"PK";0.722222222222222
"1420";-2.90778473203889;2.90778473203889;0.025;18;"PK";0.777777777777778
"1518";-2.90778473203889;2.90778473203889;0.025;18;"PK";0.833333333333333
"1615";-2.90778473203889;2.90778473203889;0.025;18;"PK";0.888888888888889
"1711";-2.90778473203889;2.90778473203889;0.025;18;"PK";0.944444444444444
"1810";-2.90778473203889;2.90778473203889;0.025;18;"PK";1
"1102";-2.91595272037694;2.91595272037694;0.025;19;"PK";0.0526315789473684
"253";-2.91595272037694;2.91595272037694;0.025;19;"PK";0.105263157894737
"350";-2.91595272037694;2.91595272037694;0.025;19;"PK";0.157894736842105
"447";-2.91595272037694;2.91595272037694;0.025;19;"PK";0.210526315789474
"544";-2.91595272037694;2.91595272037694;0.025;19;"PK";0.263157894736842
"641";-2.91595272037694;2.91595272037694;0.025;19;"PK";0.315789473684211
"738";-2.91595272037694;2.91595272037694;0.025;19;"PK";0.368421052631579
"835";-2.91595272037694;2.91595272037694;0.025;19;"PK";0.421052631578947
"932";-2.91595272037694;2.91595272037694;0.025;19;"PK";0.473684210526316
"1029";-2.91595272037694;2.91595272037694;0.025;19;"PK";0.526315789473684
"1132";-2.91595272037694;2.91595272037694;0.025;19;"PK";0.578947368421053
"1226";-2.91595272037694;2.91595272037694;0.025;19;"PK";0.631578947368421
"1323";-2.91595272037694;2.91595272037694;0.025;19;"PK";0.684210526315789
"1421";-2.91595272037694;2.91595272037694;0.025;19;"PK";0.736842105263158
"1519";-2.91595272037694;2.91595272037694;0.025;19;"PK";0.789473684210526
"1616";-2.91595272037694;2.91595272037694;0.025;19;"PK";0.842105263157895
"1712";-2.91595272037694;2.91595272037694;0.025;19;"PK";0.894736842105263
"1811";-2.91595272037694;2.91595272037694;0.025;19;"PK";0.947368421052632
"1910";-2.91595272037694;2.91595272037694;0.025;19;"PK";1
"1103";-2.32634954542267;2.32634954542267;0.02;1;"PK";1
"1104";-2.5310958763244;2.5310958763244;0.02;2;"PK";0.5
"254";-2.5310958763244;2.5310958763244;0.02;2;"PK";1
"1105";-2.63618159139155;2.63618159139155;0.02;3;"PK";0.333333333333333
"255";-2.63618159139155;2.63618159139155;0.02;3;"PK";0.666666666666667
"351";-2.63618159139155;2.63618159139155;0.02;3;"PK";1
"1106";-2.70427059830817;2.70427059830817;0.02;4;"PK";0.25
"256";-2.70427059830817;2.70427059830817;0.02;4;"PK";0.5
"352";-2.70427059830817;2.70427059830817;0.02;4;"PK";0.75
"448";-2.70427059830817;2.70427059830817;0.02;4;"PK";1
"1107";-2.75354043880435;2.75354043880435;0.02;5;"PK";0.2
"257";-2.75354043880435;2.75354043880435;0.02;5;"PK";0.4
"353";-2.75354043880435;2.75354043880435;0.02;5;"PK";0.6
"449";-2.75354043880435;2.75354043880435;0.02;5;"PK";0.8
"545";-2.75354043880435;2.75354043880435;0.02;5;"PK";1
"1108";-2.79160302500256;2.79160302500256;0.02;6;"PK";0.166666666666667
"258";-2.79160302500256;2.79160302500256;0.02;6;"PK";0.333333333333333
"354";-2.79160302500256;2.79160302500256;0.02;6;"PK";0.5
"450";-2.79160302500256;2.79160302500256;0.02;6;"PK";0.666666666666667
"546";-2.79160302500256;2.79160302500256;0.02;6;"PK";0.833333333333333
"642";-2.79160302500256;2.79160302500256;0.02;6;"PK";1
"1109";-2.822314411894;2.822314411894;0.02;7;"PK";0.142857142857143
"259";-2.822314411894;2.822314411894;0.02;7;"PK";0.285714285714286
"355";-2.822314411894;2.822314411894;0.02;7;"PK";0.428571428571429
"451";-2.822314411894;2.822314411894;0.02;7;"PK";0.571428571428571
"547";-2.822314411894;2.822314411894;0.02;7;"PK";0.714285714285714
"643";-2.822314411894;2.822314411894;0.02;7;"PK";0.857142857142857
"739";-2.822314411894;2.822314411894;0.02;7;"PK";1
"1133";-2.84781461391856;2.84781461391856;0.02;8;"PK";0.125
"260";-2.84781461391856;2.84781461391856;0.02;8;"PK";0.25
"356";-2.84781461391856;2.84781461391856;0.02;8;"PK";0.375
"452";-2.84781461391856;2.84781461391856;0.02;8;"PK";0.5
"548";-2.84781461391856;2.84781461391856;0.02;8;"PK";0.625
"644";-2.84781461391856;2.84781461391856;0.02;8;"PK";0.75
"740";-2.84781461391856;2.84781461391856;0.02;8;"PK";0.875
"836";-2.84781461391856;2.84781461391856;0.02;8;"PK";1
"1134";-2.86959168625426;2.86959168625426;0.02;9;"PK";0.111111111111111
"261";-2.86959168625426;2.86959168625426;0.02;9;"PK";0.222222222222222
"357";-2.86959168625426;2.86959168625426;0.02;9;"PK";0.333333333333333
"453";-2.86959168625426;2.86959168625426;0.02;9;"PK";0.444444444444444
"549";-2.86959168625426;2.86959168625426;0.02;9;"PK";0.555555555555556
"645";-2.86959168625426;2.86959168625426;0.02;9;"PK";0.666666666666667
"741";-2.86959168625426;2.86959168625426;0.02;9;"PK";0.777777777777778
"837";-2.86959168625426;2.86959168625426;0.02;9;"PK";0.888888888888889
"933";-2.86959168625426;2.86959168625426;0.02;9;"PK";1
"1135";-2.88846686451967;2.88846686451967;0.02;10;"PK";0.1
"262";-2.88846686451967;2.88846686451967;0.02;10;"PK";0.2
"358";-2.88846686451967;2.88846686451967;0.02;10;"PK";0.3
"454";-2.88846686451967;2.88846686451967;0.02;10;"PK";0.4
"550";-2.88846686451967;2.88846686451967;0.02;10;"PK";0.5
"646";-2.88846686451967;2.88846686451967;0.02;10;"PK";0.6
"742";-2.88846686451967;2.88846686451967;0.02;10;"PK";0.7
"838";-2.88846686451967;2.88846686451967;0.02;10;"PK";0.8
"934";-2.88846686451967;2.88846686451967;0.02;10;"PK";0.9
"1030";-2.88846686451967;2.88846686451967;0.02;10;"PK";1
"1136";-2.90506405801025;2.90506405801025;0.02;11;"PK";0.0909090909090909
"263";-2.90506405801025;2.90506405801025;0.02;11;"PK";0.181818181818182
"359";-2.90506405801025;2.90506405801025;0.02;11;"PK";0.272727272727273
"455";-2.90506405801025;2.90506405801025;0.02;11;"PK";0.363636363636364
"551";-2.90506405801025;2.90506405801025;0.02;11;"PK";0.454545454545455
"647";-2.90506405801025;2.90506405801025;0.02;11;"PK";0.545454545454545
"743";-2.90506405801025;2.90506405801025;0.02;11;"PK";0.636363636363636
"839";-2.90506405801025;2.90506405801025;0.02;11;"PK";0.727272727272727
"935";-2.90506405801025;2.90506405801025;0.02;11;"PK";0.818181818181818
"1031";-2.90506405801025;2.90506405801025;0.02;11;"PK";0.909090909090909
"1137";-2.90506405801025;2.90506405801025;0.02;11;"PK";1
"1138";-2.91983786061221;2.91983786061221;0.02;12;"PK";0.0833333333333333
"264";-2.91983786061221;2.91983786061221;0.02;12;"PK";0.166666666666667
"360";-2.91983786061221;2.91983786061221;0.02;12;"PK";0.25
"456";-2.91983786061221;2.91983786061221;0.02;12;"PK";0.333333333333333
"552";-2.91983786061221;2.91983786061221;0.02;12;"PK";0.416666666666667
"648";-2.91983786061221;2.91983786061221;0.02;12;"PK";0.5
"744";-2.91983786061221;2.91983786061221;0.02;12;"PK";0.583333333333333
"840";-2.91983786061221;2.91983786061221;0.02;12;"PK";0.666666666666667
"936";-2.91983786061221;2.91983786061221;0.02;12;"PK";0.75
"1032";-2.91983786061221;2.91983786061221;0.02;12;"PK";0.833333333333333
"1139";-2.91983786061221;2.91983786061221;0.02;12;"PK";0.916666666666667
"1227";-2.91983786061221;2.91983786061221;0.02;12;"PK";1
"1140";-2.93311857820075;2.93311857820075;0.02;13;"PK";0.0769230769230769
"265";-2.93311857820075;2.93311857820075;0.02;13;"PK";0.153846153846154
"361";-2.93311857820075;2.93311857820075;0.02;13;"PK";0.230769230769231
"457";-2.93311857820075;2.93311857820075;0.02;13;"PK";0.307692307692308
"553";-2.93311857820075;2.93311857820075;0.02;13;"PK";0.384615384615385
"649";-2.93311857820075;2.93311857820075;0.02;13;"PK";0.461538461538462
"745";-2.93311857820075;2.93311857820075;0.02;13;"PK";0.538461538461539
"841";-2.93311857820075;2.93311857820075;0.02;13;"PK";0.615384615384615
"937";-2.93311857820075;2.93311857820075;0.02;13;"PK";0.692307692307692
"1033";-2.93311857820075;2.93311857820075;0.02;13;"PK";0.769230769230769
"1141";-2.93311857820075;2.93311857820075;0.02;13;"PK";0.846153846153846
"1228";-2.93311857820075;2.93311857820075;0.02;13;"PK";0.923076923076923
"1324";-2.93311857820075;2.93311857820075;0.02;13;"PK";1
"1142";-2.94515660129787;2.94515660129787;0.02;14;"PK";0.0714285714285714
"266";-2.94515660129787;2.94515660129787;0.02;14;"PK";0.142857142857143
"362";-2.94515660129787;2.94515660129787;0.02;14;"PK";0.214285714285714
"458";-2.94515660129787;2.94515660129787;0.02;14;"PK";0.285714285714286
"554";-2.94515660129787;2.94515660129787;0.02;14;"PK";0.357142857142857
"650";-2.94515660129787;2.94515660129787;0.02;14;"PK";0.428571428571429
"746";-2.94515660129787;2.94515660129787;0.02;14;"PK";0.5
"842";-2.94515660129787;2.94515660129787;0.02;14;"PK";0.571428571428571
"938";-2.94515660129787;2.94515660129787;0.02;14;"PK";0.642857142857143
"1034";-2.94515660129787;2.94515660129787;0.02;14;"PK";0.714285714285714
"1143";-2.94515660129787;2.94515660129787;0.02;14;"PK";0.785714285714286
"1229";-2.94515660129787;2.94515660129787;0.02;14;"PK";0.857142857142857
"1325";-2.94515660129787;2.94515660129787;0.02;14;"PK";0.928571428571428
"1422";-2.94515660129787;2.94515660129787;0.02;14;"PK";1
"1144";-2.95614612325709;2.95614612325709;0.02;15;"PK";0.0666666666666667
"267";-2.95614612325709;2.95614612325709;0.02;15;"PK";0.133333333333333
"363";-2.95614612325709;2.95614612325709;0.02;15;"PK";0.2
"459";-2.95614612325709;2.95614612325709;0.02;15;"PK";0.266666666666667
"555";-2.95614612325709;2.95614612325709;0.02;15;"PK";0.333333333333333
"651";-2.95614612325709;2.95614612325709;0.02;15;"PK";0.4
"747";-2.95614612325709;2.95614612325709;0.02;15;"PK";0.466666666666667
"843";-2.95614612325709;2.95614612325709;0.02;15;"PK";0.533333333333333
"939";-2.95614612325709;2.95614612325709;0.02;15;"PK";0.6
"1035";-2.95614612325709;2.95614612325709;0.02;15;"PK";0.666666666666667
"1145";-2.95614612325709;2.95614612325709;0.02;15;"PK";0.733333333333333
"1230";-2.95614612325709;2.95614612325709;0.02;15;"PK";0.8
"1326";-2.95614612325709;2.95614612325709;0.02;15;"PK";0.866666666666667
"1423";-2.95614612325709;2.95614612325709;0.02;15;"PK";0.933333333333333
"1520";-2.95614612325709;2.95614612325709;0.02;15;"PK";1
"1146";-2.96624036405336;2.96624036405336;0.02;16;"PK";0.0625
"268";-2.96624036405336;2.96624036405336;0.02;16;"PK";0.125
"364";-2.96624036405336;2.96624036405336;0.02;16;"PK";0.1875
"460";-2.96624036405336;2.96624036405336;0.02;16;"PK";0.25
"556";-2.96624036405336;2.96624036405336;0.02;16;"PK";0.3125
"652";-2.96624036405336;2.96624036405336;0.02;16;"PK";0.375
"748";-2.96624036405336;2.96624036405336;0.02;16;"PK";0.4375
"844";-2.96624036405336;2.96624036405336;0.02;16;"PK";0.5
"940";-2.96624036405336;2.96624036405336;0.02;16;"PK";0.5625
"1036";-2.96624036405336;2.96624036405336;0.02;16;"PK";0.625
"1147";-2.96624036405336;2.96624036405336;0.02;16;"PK";0.6875
"1231";-2.96624036405336;2.96624036405336;0.02;16;"PK";0.75
"1327";-2.96624036405336;2.96624036405336;0.02;16;"PK";0.8125
"1424";-2.96624036405336;2.96624036405336;0.02;16;"PK";0.875
"1521";-2.96624036405336;2.96624036405336;0.02;16;"PK";0.9375
"1617";-2.96624036405336;2.96624036405336;0.02;16;"PK";1
"1148";-2.97556195309885;2.97556195309885;0.02;17;"PK";0.0588235294117647
"269";-2.97556195309885;2.97556195309885;0.02;17;"PK";0.117647058823529
"365";-2.97556195309885;2.97556195309885;0.02;17;"PK";0.176470588235294
"461";-2.97556195309885;2.97556195309885;0.02;17;"PK";0.235294117647059
"557";-2.97556195309885;2.97556195309885;0.02;17;"PK";0.294117647058824
"653";-2.97556195309885;2.97556195309885;0.02;17;"PK";0.352941176470588
"749";-2.97556195309885;2.97556195309885;0.02;17;"PK";0.411764705882353
"845";-2.97556195309885;2.97556195309885;0.02;17;"PK";0.470588235294118
"941";-2.97556195309885;2.97556195309885;0.02;17;"PK";0.529411764705882
"1037";-2.97556195309885;2.97556195309885;0.02;17;"PK";0.588235294117647
"1149";-2.97556195309885;2.97556195309885;0.02;17;"PK";0.647058823529412
"1232";-2.97556195309885;2.97556195309885;0.02;17;"PK";0.705882352941176
"1328";-2.97556195309885;2.97556195309885;0.02;17;"PK";0.764705882352941
"1425";-2.97556195309885;2.97556195309885;0.02;17;"PK";0.823529411764706
"1522";-2.97556195309885;2.97556195309885;0.02;17;"PK";0.882352941176471
"1618";-2.97556195309885;2.97556195309885;0.02;17;"PK";0.941176470588235
"1713";-2.97556195309885;2.97556195309885;0.02;17;"PK";1
"1150";-2.98421148509412;2.98421148509412;0.02;18;"PK";0.0555555555555556
"270";-2.98421148509412;2.98421148509412;0.02;18;"PK";0.111111111111111
"366";-2.98421148509412;2.98421148509412;0.02;18;"PK";0.166666666666667
"462";-2.98421148509412;2.98421148509412;0.02;18;"PK";0.222222222222222
"558";-2.98421148509412;2.98421148509412;0.02;18;"PK";0.277777777777778
"654";-2.98421148509412;2.98421148509412;0.02;18;"PK";0.333333333333333
"750";-2.98421148509412;2.98421148509412;0.02;18;"PK";0.388888888888889
"846";-2.98421148509412;2.98421148509412;0.02;18;"PK";0.444444444444444
"942";-2.98421148509412;2.98421148509412;0.02;18;"PK";0.5
"1038";-2.98421148509412;2.98421148509412;0.02;18;"PK";0.555555555555556
"1151";-2.98421148509412;2.98421148509412;0.02;18;"PK";0.611111111111111
"1233";-2.98421148509412;2.98421148509412;0.02;18;"PK";0.666666666666667
"1329";-2.98421148509412;2.98421148509412;0.02;18;"PK";0.722222222222222
"1426";-2.98421148509412;2.98421148509412;0.02;18;"PK";0.777777777777778
"1523";-2.98421148509412;2.98421148509412;0.02;18;"PK";0.833333333333333
"1619";-2.98421148509412;2.98421148509412;0.02;18;"PK";0.888888888888889
"1714";-2.98421148509412;2.98421148509412;0.02;18;"PK";0.944444444444444
"1812";-2.98421148509412;2.98421148509412;0.02;18;"PK";1
"1152";-2.99228231703447;2.99228231703447;0.02;19;"PK";0.0526315789473684
"271";-2.99228231703447;2.99228231703447;0.02;19;"PK";0.105263157894737
"367";-2.99228231703447;2.99228231703447;0.02;19;"PK";0.157894736842105
"463";-2.99228231703447;2.99228231703447;0.02;19;"PK";0.210526315789474
"559";-2.99228231703447;2.99228231703447;0.02;19;"PK";0.263157894736842
"655";-2.99228231703447;2.99228231703447;0.02;19;"PK";0.315789473684211
"751";-2.99228231703447;2.99228231703447;0.02;19;"PK";0.368421052631579
"847";-2.99228231703447;2.99228231703447;0.02;19;"PK";0.421052631578947
"943";-2.99228231703447;2.99228231703447;0.02;19;"PK";0.473684210526316
"1039";-2.99228231703447;2.99228231703447;0.02;19;"PK";0.526315789473684
"1153";-2.99228231703447;2.99228231703447;0.02;19;"PK";0.578947368421053
"1234";-2.99228231703447;2.99228231703447;0.02;19;"PK";0.631578947368421
"1330";-2.99228231703447;2.99228231703447;0.02;19;"PK";0.684210526315789
"1427";-2.99228231703447;2.99228231703447;0.02;19;"PK";0.736842105263158
"1524";-2.99228231703447;2.99228231703447;0.02;19;"PK";0.789473684210526
"1620";-2.99228231703447;2.99228231703447;0.02;19;"PK";0.842105263157895
"1715";-2.99228231703447;2.99228231703447;0.02;19;"PK";0.894736842105263
"1813";-2.99228231703447;2.99228231703447;0.02;19;"PK";0.947368421052632
"1911";-2.99228231703447;2.99228231703447;0.02;19;"PK";1
"1154";-2.57585432046939;2.57585432046939;0.01;1;"PK";1
